tot,y2,n,t,t1,t2,wy,ny,tt3,a,b,hold
-36877.34999999982,-5335.349999999974,993,-1.0341449371607445,-0.6744787905312009,-0.8444994876130325,2,11,-70671.44999999966,881,919,38
-53403.44999999918,-24122.249999999534,942,-1.5667939859084945,-0.3343506319944024,-1.5578608231927051,2,11,-85133.09999999922,881,920,39
-34877.09999999902,-13707.899999999398,703,-1.8870114786353593,-0.3151635878463977,-1.938253770047996,1,11,-48079.04999999906,882,896,14
-38156.24999999985,-16204.650000000129,749,-1.8457550078753118,-0.5562661020062283,-1.7697440861058142,1,11,-54648.29999999987,882,897,15
-35702.699999999706,-8633.249999999874,738,-1.6871483149127546,-0.6997775807038447,-1.537777381151647,2,11,-51180.599999999686,882,898,16
-31972.050000000298,-9251.549999999952,760,-1.4853925862891373,-0.30517757128004175,-1.4922110879727868,2,11,-46542.60000000009,882,899,17
-11101.949999998436,2050.3500000005515,1006,-0.41164159109881787,-0.3086667244129356,-0.3194522199071148,4,11,-29275.949999998644,882,900,18
12261.600000001219,6594.600000000588,1134,0.4246158336371303,1.7449878808749675,-0.3102871339480927,5,11,-3596.3999999987427,882,901,19
17850.750000000415,4330.950000000041,1071,0.5918019778172531,2.042067265336459,-0.24237649258840768,5,11,-5696.249999999593,882,902,20
24340.950000000274,19187.25000000014,1068,0.7927449667951332,1.258865004066072,0.31276125893621826,5,11,1383.000000000291,882,903,21
11049.449999999917,667.8000000001957,1058,0.38676890353814736,1.3530860698624962,-0.24336998391720815,5,11,-5571.000000000058,882,904,22
481.350000000195,9066.75000000017,1063,0.01696484106092182,0.6414651318325006,-0.294331622430168,4,11,-18049.04999999993,882,905,23
-12218.549999999845,4169.250000000015,1042,-0.4583089190001538,0.13204171412560148,-0.5896870212124292,2,11,-26935.949999999837,882,906,24
-19691.24999999903,-6025.049999999403,1016,-0.7386270652456738,0.18150836039111412,-0.943241234316036,4,11,-32931.29999999923,882,907,25
-16749.89999999947,-8965.949999999117,1018,-0.6074730634655712,0.6351391436115329,-1.021463409625781,4,11,-31399.34999999951,882,908,26
-22988.69999999932,-2987.249999999416,1011,-0.8220089404479033,0.14425906527881585,-0.9982621377960292,4,11,-38999.09999999945,882,909,27
-22938.75000000016,-19514.249999999323,1010,-0.8454831105155002,0.7088043712171143,-1.3502774057894555,3,11,-37252.20000000007,882,910,28
-21661.64999999923,-31026.59999999954,1055,-0.75973796840515,0.9600396115379717,-1.3811130029659036,5,11,-36194.54999999923,882,911,29
-28859.69999999995,-20626.799999999996,1045,-0.9173501634267563,0.26443233037461794,-1.1496029483794923,4,11,-51160.19999999984,882,912,30
-30482.100000000537,-26491.200000000412,994,-1.0457963871732707,0.25800906901941706,-1.318295103222663,4,11,-47931.600000000384,882,913,31
-21024.149999998623,-18489.749999998938,1004,-0.6877750979819226,0.22825013514419823,-0.8908002471607621,6,11,-40621.64999999857,882,914,32
-9448.649999999978,-4056.1499999997523,1021,-0.29491290255323843,0.4238865024551587,-0.5377465308479926,5,11,-33243.600000000035,882,915,33
-20318.09999999925,-2633.249999999508,1055,-0.622294217061623,-0.32741873114070313,-0.5339375117102464,3,11,-43580.54999999929,882,916,34
-19941.149999999252,-3398.8499999991545,1051,-0.5965143722008793,-0.2174571102690318,-0.5558479305588289,4,11,-46742.09999999928,882,917,35
-29210.399999999005,-12209.849999999446,1054,-0.8339537409449311,0.28543361395567707,-1.0454726032164101,4,11,-58334.399999999034,882,918,36
-28398.599999999424,-12169.349999999373,1051,-0.8075112976613048,0.32467652397361535,-1.0349867641311867,3,11,-57892.049999999406,882,919,37
-38132.69999999944,-7016.399999999421,980,-1.1554434367306157,-0.1204364258066277,-1.2163529832699316,2,11,-63626.69999999949,882,920,38
-19716.750000000648,1198.6499999995576,738,-1.1324424327935638,-0.7695014921936651,-0.88581623596937,3,11,-30466.95000000071,883,896,13
-21720.750000000047,2174.6999999996588,794,-1.0930063471075941,-1.0204081268443945,-0.764018501681645,3,11,-36947.40000000011,883,897,14
-14425.35000000061,6312.899999999264,774,-0.7353443624922342,-0.817416832287982,-0.4627249613318646,2,11,-28637.850000000646,883,898,15
